Kode Pangan,Nama Pangan,Lemak,Karbohidrat,Serat,Natrium,Kalium,Keterangan,link
GP080,"Pempek kelesan, masakan",6.1,26.6,0.4,0,0,Pempek kelesan adalah variasi pempek yang memiliki isian daging ikan tenggiri yang diolah dengan bumbu dan rempah-rempah. Pempek ini memiliki rasa gurih dan tekstur yang kenyal.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP081,"Pempek kulit, masakan",7.3,39.1,0,5.55,1.02,Pempek kulit adalah variasi pempek yang terbuat dari kulit ikan yang dihaluskan dan dicampur dengan tepung sagu serta bumbu-bumbu. Pempek ini memiliki tekstur yang kenyal dan rasa yang gurih.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP082,"Pempek telur, masakan",2.7,28.3,0,4.48,0.48,Pempek telur adalah variasi pempek yang memiliki isian telur ayam yang dimasukkan ke dalam adonan pempek sebelum digoreng. Pempek ini memiliki rasa gurih dan tekstur yang kenyal.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP083,"Pempek tenggiri, masakan",1.2,33.4,0.2,0,0,Pempek tenggiri adalah variasi pempek yang terbuat dari daging ikan tenggiri yang dihaluskan dan dicampur dengan tepung sagu serta bumbu-bumbu. Pempek tenggiri memiliki rasa yang gurih dan tekstur yang kenyal.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP084,"Pencok lele, masakan",36.3,3.5,0,0,0,"Pencok lele adalah hidangan ikan lele yang dipanggang atau digoreng dan disajikan dengan bumbu khas seperti sambal pecel atau sambal terasi. Pencok lele memiliki cita rasa pedas, gurih, dan sedikit asam.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP085,Pinda,0.6,0.4,0,5.26,3.3,"Pindang adalah hidangan yang terbuat dari kenari (sejenis ikan air tawar) yang dimasak dengan kuah yang kaya rempah-rempah seperti jahe, lengkuas, daun salam, dan serai.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP086,Pindang Kenari,9.6,0,0,3.7,2.7,"Pindang kenari adalah hidangan yang terbuat dari kenari (sejenis ikan air tawar) yang dimasak dengan kuah yang kaya rempah-rempah seperti jahe, lengkuas, daun salam, dan serai.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP087,"Saboko gurita, masakan",1.5,2.6,0,2,1.8,"Saboko gurita adalah masakan yang menggunakan bahan dasar gurita. Gurita adalah hewan laut yang memiliki tentakel dan biasanya memiliki tekstur kenyal. Saboko gurita dapat diolah dengan berbagai cara, seperti direbus, dipanggang, atau digoreng. Masakan ini umumnya memiliki rasa gurih dan diberi bumbu sesuai selera.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP088,Saboko Saltan,3.6,3,0,0.4,3.5,"Saboko saltan adalah hidangan khas Batak Toba, Sumatera Utara, Indonesia. Hidangan ini terbuat dari daging sapi yang diiris tipis dan direbus dalam kuah santan kental yang kaya rempah-rempah. Biasanya, saboko saltan juga ditambahkan dengan sayuran seperti daun singkong, kacang panjang, dan buncis. Hidangan ini memiliki rasa gurih, pedas, dan kaya rempah.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP089,Saboko Sardin,4.3,4.9,0,2,2.8,"Saboko sardin adalah hidangan yang menggunakan ikan sardin sebagai bahan utamanya. Ikan sardin biasanya dimasak dengan bumbu seperti bawang, cabai, jahe, dan rempah-rempah lainnya. Saboko sardin dapat diolah dengan berbagai cara, misalnya digoreng, direbus, atau diolah dalam kuah. Hidangan ini memiliki rasa gurih dan umumnya disajikan bersama nasi.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP090,Sate Bandeng,16.8,20.9,2,5.43,1.99,"Sate bandeng adalah hidangan sate yang menggunakan ikan bandeng sebagai bahan utamanya. Ikan bandeng dipotong menjadi bagian-bagian kecil, ditusuk dengan tusuk sate, dan kemudian dipanggang atau dibakar. Sate bandeng umumnya disajikan dengan bumbu kacang dan nasi sebagai hidangan utama.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP092,"Tekwan, masakan",0.9,9.4,0,1.74,0.42,"Tekwan adalah hidangan sup ikan khas dari Palembang, Sumatera Selatan, Indonesia. Tekwan terdiri dari bola ikan yang terbuat dari adonan ikan yang dicincang halus dan tepung sagu. Bola ikan dimasak dalam sup kaldu ikan yang kaya rempah-rempah, seperti ebi (udang kering), bawang putih, jahe, dan daun bawang. Tekwan biasanya disajikan dengan mi atau bihun, taoge, dan irisan daun bawang sebagai hidangan utama.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP093,"Teri belado, masakan",22.3,17.5,0,0,0,"Teri belado adalah hidangan masakan Indonesia yang terbuat dari ikan teri yang dimasak dengan bumbu belado. Bumbu belado terdiri dari cabai, bawang, kemiri, dan rempah-rempah lainnya yang dihaluskan dan digoreng. Teri belado memiliki rasa pedas, gurih, dan sedikit asam.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP094,Tumis Bandeng,15.7,0.6,0,3.14,2.8,"Tumis bandeng adalah hidangan masakan Indonesia yang terbuat dari ikan bandeng yang diiris dan ditumis dengan bumbu seperti bawang, cabai, dan kecap. Tumis bandeng memiliki rasa gurih dan pedas.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
GP095,Tumis keumamah,20,15.5,4.5,0,0,"Tumis keumamah adalah hidangan masakan Aceh, Indonesia, yang terbuat dari sayuran hijau yang disebut keumamah (disebut juga sebagai keumamah rebung atau tunjang). Keumamah ditumis dengan bumbu seperti bawang, cabai, dan rempah-rempah lainnya. Hidangan ini memiliki rasa pedas dan gurih.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
HP001,"Telur ayam, dadar, masakan",19.4,1.4,0,0,0,"Telur ayam dadar adalah hidangan yang terbuat dari telur ayam yang dikocok dan digoreng hingga matang. Telur dadar biasanya ditambahkan garam, lada, dan bahan lain sesuai selera, seperti irisan bawang hijau atau daun seledri. Telur dadar merupakan hidangan yang sederhana dan sering disajikan sebagai hidangan sarapan atau makanan sehari-hari.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
HP002,"Telur bebek, asin (Duck, egg, salted, raw)",13.3,4.4,0,4.83,1.401,"Telur bebek asin adalah telur bebek yang telah difermentasi dengan garam atau larutan garam. Proses fermentasi ini menghasilkan telur dengan rasa yang gurih, asin, dan aroma yang khas. Telur bebek asin biasanya dapat dimakan mentah atau dimasak dalam berbagai hidangan, seperti mi asin telur bebek atau hidangan tumis.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
HP003,Telur Bebek Dadar,23.7,0,0,0,0,"Telur bebek dadar adalah hidangan yang terbuat dari telur bebek yang dikocok dan digoreng hingga matang, mirip dengan telur ayam dadar. Telur bebek dadar biasanya memiliki rasa yang lebih gurih dan sedikit berbeda dari telur ayam dadar. Hidangan ini bisa disajikan sebagai lauk pendamping nasi atau sebagai bagian dari hidangan lain.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
HP004,"Ikan, telur, asin (Roe, (fish egg), fresh)",26.4,9.4,0,26.84,0.59,"Ikan telur asin, juga dikenal sebagai fresh roe/fish egg, adalah telur ikan yang diawetkan dengan garam. Telur ini memiliki rasa yang gurih dan dapat digunakan sebagai bahan tambahan dalam masakan.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
HP005,"Bayau mi balu, masakan",12.2,44.8,0,0,0,"Bayau mi balu adalah masakan khas Suku Dayak di Kalimantan Tengah, Indonesia. Hidangan ini terdiri dari mi yang disajikan dengan daging babi yang dimasak dengan rempah-rempah dan bumbu tradisional.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
HP006,"Cucuru bayau, masakan",18.7,38.3,0,0,0,Cucuru bayau adalah makanan yang terbuat dari bahan-bahan tradisional dengan rasa yang unik.,https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
HP007,"Kalio telur, masakan",12.4,9.7,0,5.4,0,"Kalio telur adalah hidangan Indonesia yang terdiri dari telur rebus yang dimasak dalam kuah kental berbumbu dengan rempah-rempah seperti lengkuas, serai, dan daun jeruk. Hidangan ini umumnya memiliki rasa gurih dan sedikit pedas.",https://resepkoki.id/wp-content/uploads/2017/05/daging1-1.jpg
JP001,Es krim,12.5,20.6,0,0.78,1.934,"Es Krim adalah makanan penutup yang terbuat dari susu, gula, dan bahan-bahan lain yang dicampur dan dibekukan. Es Krim memiliki berbagai varian rasa dan sering disajikan dalam bentuk bola yang disantap secara langsung atau dijadikan topping untuk makanan penutup lainnya.",https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
JP002,Hangop,1,3.5,0,1.26,3.744,"Hangop adalah hidangan penutup tradisional dari Belanda. Terbuat dari yoghurt yang dicampur dengan krim kental atau susu kental manis. Hangop biasanya disajikan dengan tambahan buah-buahan segar, madu, atau saus.",https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
JP003,Keju,20.3,13.1,0,14.1,0.827,"Keju adalah produk susu hasil pengolahan dari susu sapi, domba, atau kambing. Keju memiliki berbagai macam jenis dan varietas dengan rasa, tekstur, dan aroma yang berbeda. Keju sering digunakan sebagai bahan dalam hidangan seperti pizza, pasta, sandwich, atau sebagai camilan.",https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
JP004,Kwark (Quark),17,3,0,0.37,0.727,"Kwark, juga dikenal sebagai Quark, adalah sejenis produk susu yang berasal dari Eropa Tengah. Kwark memiliki tekstur yang mirip dengan yoghurt atau keju cottage, tetapi dengan rasa yang lebih krimi dan lembut. Kwark sering digunakan sebagai bahan dalam kue, kue keju, atau hidangan penutup.",https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
JP005,"Susu asam untuk bayi, bubuk",9,65.5,0,1.88,4.865,"Susu asam untuk bayi adalah produk susu formula yang dikhususkan untuk bayi yang mengalami masalah pencernaan atau intoleransi terhadap susu sapi biasa. Susu asam untuk bayi biasanya mengandung bakteri asam laktat yang membantu mencerna laktosa, serta nutrisi penting lainnya yang dibutuhkan oleh bayi. Susu asam bayi dalam bentuk bubuk dapat disiapkan dengan mencampurkan bubuk susu dengan air.",https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
JP006,Susu bubuk,30,36.2,0,3.8,13.3,"Susu bubuk adalah produk susu yang dikeringkan menjadi bentuk serbuk. Susu bubuk biasanya dibuat dengan menghilangkan sebagian air dari susu sapi, sehingga menghasilkan produk yang lebih tahan lama dan mudah disimpan. Susu bubuk dapat digunakan sebagai bahan untuk membuat minuman susu, kue, atau makanan lainnya. Sebelum dikonsumsi, susu bubuk biasanya perlu dilarutkan kembali dalam air.",https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
JP007,Susu kental manis,10,55,0,1.5,3.2,"Susu kental manis adalah produk susu yang dikurangi airnya dan ditambahkan gula sehingga menghasilkan tekstur yang kental dan manis. Susu kental manis biasanya digunakan sebagai bahan untuk membuat minuman atau makanan penutup, seperti es krim, kue, atau kopi susu.",https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
JP008,Susu kental tak manis,7.9,9.9,0,1.4,3.03,Susu kental tak manis adalah produk susu yang dikurangi airnya tanpa penambahan gula. Susu kental tak manis memiliki tekstur yang lebih kental dan konsentrat rasa susu. Ini sering digunakan sebagai bahan dalam masakan atau minuman yang membutuhkan kekentalan tanpa rasa manis tambahan.,https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
JP009,"Susu skim, bubuk",1,52,0,4.7,17.45,"Susu skim bubuk adalah susu skim yang dikeringkan menjadi bentuk serbuk. Proses ini melibatkan penghilangan sebagian atau seluruh air dan lemak dari susu skim. Susu skim bubuk sering digunakan sebagai bahan dalam minuman atau makanan yang membutuhkan rendahnya kandungan lemak, seperti smoothie atau adonan kue.",https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
JP010,Susu skim,0.1,5.1,0,0.38,0,Susu skim adalah susu yang telah dikurangi lemaknya. Proses ini melibatkan penghilangan sebagian atau seluruh lemak susu. Susu skim memiliki kandungan lemak yang lebih rendah daripada susu biasa. Ini sering digunakan oleh mereka yang ingin mengurangi asupan lemak dalam diet mereka.,https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
JP011,Yoghurt,2.5,4,0,0.4,2.99,Yoghurt adalah produk susu hasil fermentasi bakteri asam laktat. Yoghurt memiliki tekstur kental dan rasa asam yang khas. Yoghurt umumnya dikonsumsi sebagai makanan penutup atau sebagai bahan dalam smoothie dan sajian lainnya. Yoghurt juga dikenal karena kandungan bakteri baik yang menguntungkan kesehatan pencernaan.,https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
KP001,Margarin (Butter),81,0.4,0,7.6,0.259,Margarin adalah salah satu jenis lemak yang digunakan dalam memasak atau sebagai bahan dalam pembuatan kue dan roti. Margarin sering digunakan sebagai pengganti mentega.,https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
KP002,Mentega (Margarine),81.6,1.4,0,6.53,1.03,"Mentega adalah produk lemak yang terbuat dari susu atau krim susu. Mentega memiliki tekstur lembut dan lezat dengan rasa kaya dan krim. Ini sering digunakan sebagai bahan dalam pembuatan kue, roti, dan hidangan memasak lainnya. Mentega juga dapat digunakan sebagai olesan pada roti atau sebagai bahan tambahan dalam saus dan krim.",https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
KP003,Santan (dengan air) (Coconut milk mixed with water),10,7.6,1.4,0.09,1.624,"Santan adalah bahan makanan yang umum digunakan dalam masakan Asia Tenggara, terutama Indonesia. Santan terbuat dari daging kelapa parut yang diperas dan dicampur dengan air. Santan digunakan dalam berbagai hidangan, baik yang gurih maupun manis, untuk memberikan rasa kaya dan konsistensi yang lembut.",https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
KP004,"Santan murni (Coconut milk, pured)",34.3,5.6,0,0.18,5.141,"Santan murni adalah santan yang telah diolah sedemikian rupa sehingga hanya mengandung lemak kelapa yang murni. Santan murni memiliki konsistensi yang lebih kental dan kaya rasa dibandingkan dengan santan biasa. Santan murni sering digunakan dalam hidangan khas Indonesia, seperti rendang, gulai, atau masakan berkuah kental lainnya.",https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
MP001,"Coklat manis, batang (Chocolate, bar)",29.8,62.7,6.5,0.06,4.995,"Coklat manis, batang (Chocolate, bar) adalah sejenis coklat dalam bentuk batang.",https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
MP002,"Coklat pahit,batang (Chocolate,dark, bar)",42.6,29.2,10.8,0.2,7.083,"Coklat pahit, batang (Chocolate, dark, bar) adalah sejenis coklat pahit dalam bentuk batang.",https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
MP003,"Coklat susu, batang (Chocolate, dairy milk, bar)",35,53.6,3.4,1,4.055,"Coklat susu, batang (Chocolate, dairy milk, bar) adalah sejenis coklat susu dalam bentuk batang.",https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
MP004,"Coklat bubuk (Cacao, powder)",4,48.9,32.6,0,0,"Coklat bubuk (Cacao, powder) adalah bubuk kakao yang digunakan sebagai bahan dalam pembuatan makanan dan minuman coklat.",https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
MP005,"Gula aren (Sugar, palm)",0,92,0,0.15,3.904,Gula Aren adalah gula alami yang berasal dari nira pohon aren. Gula ini memiliki rasa yang khas dan sering digunakan sebagai pemanis dalam makanan dan minuman tradisional.,https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
MP006,Gula kelapa,10,76,0,0.02,0,Gula Kelapa adalah gula yang dihasilkan dari air kelapa yang direbus hingga mengental. Gula Kelapa memiliki rasa yang manis dan aroma yang khas. Gula ini sering digunakan dalam masakan tradisional sebagai pemanis alami.,https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
MP007,Gula putih (Sugar cane),0,94,0,0.01,0.0475,Gula Putih adalah gula yang dihasilkan dari tebu. Gula ini mengalami proses pengolahan yang lebih lanjut sehingga memiliki tekstur yang halus dan warna yang putih. Gula Putih sering digunakan sebagai pemanis dalam berbagai makanan dan minuman.,https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
MP008,"Jam, selai (Jam)",0.6,64.5,1,0.3,0.731,"Jam adalah produk yang terbuat dari buah-buahan yang dimasak dengan gula hingga mengental. Jam biasanya digunakan sebagai selai untuk roti, kue, atau sebagai bahan dalam hidangan penutup.",https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
MP009,"Kopi bubuk instant (Coffee, instant)",0.5,35,0,0.72,32.56,"Kopi Bubuk Instant (Coffee, Instant): Kopi bubuk instan adalah kopi yang telah dikeringkan dan diubah menjadi bubuk untuk kemudahan penyajian. Untuk membuat secangkir kopi, cukup larutkan bubuk kopi instan dalam air panas dan tambahkan gula atau susu sesuai selera. Kopi bubuk instan sering digunakan sebagai alternatif praktis untuk menyeduh kopi.",https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
MP010,Madu (Honey),0,79.5,0.2,0.06,0.269,"Madu adalah cairan manis yang diproduksi oleh lebah dari nektar bunga. Madu sering digunakan sebagai pemanis alami dalam minuman, makanan penutup, atau sebagai bahan dalam berbagai resep masakan.",https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
MP011,Markisa squash,1,49.6,0,0.14,0.65,Markisa squash adalah jenis labu yang memiliki tekstur yang lembut dengan rasa yang manis. Biasanya digunakan sebagai bahan dalam hidangan penutup atau dimasak menjadi manisan.,https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
MP012,"Markisa squash, BD (Squash, markisa)",0.5,23.7,0,0.4,0.4,Markisa squash adalah jenis labu yang memiliki tekstur yang lembut dengan rasa yang manis. Biasanya digunakan sebagai bahan dalam hidangan penutup atau dimasak menjadi manisan.,https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
MP013,Melase,0.1,71,0,0.14,0,Melase adalah sirup pekat yang dihasilkan dari pengolahan tebu atau bit gula. Sirup ini memiliki rasa manis yang khas dan sering digunakan sebagai pemanis dalam makanan dan minuman.,https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
MP014,Sirup (syrup),0,55,0,0.03,0.042,"Sirup adalah minuman manis yang terbuat dari gula yang larut dalam air. Sirup sering diberi rasa buah atau rempah-rempah, dan digunakan untuk membuat minuman dingin atau campuran minuman lainnya. Sirup dapat digunakan sebagai pemanis dalam minuman seperti es campur, es teler, atau minuman soda. Sirup juga dapat digunakan dalam pembuatan kue dan makanan penutup.",https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
MP016,Teh Hijau Daun Kering,4.8,53.6,9.6,0.6,58.739,Teh hijau daun kering adalah jenis teh yang terbuat dari daun teh yang tidak mengalami oksidasi atau hanya mengalami oksidasi minimal. Daun teh hijau dikeringkan dan kemudian diseduh dengan air panas. Teh hijau memiliki banyak manfaat kesehatan dan memiliki rasa yang segar dan ringan.,https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
MP017,Teh Hitam Daun Kering,2.8,58.8,8.7,0.5,58.548,"Teh hitam daun kering adalah jenis teh yang mengalami oksidasi lengkap. Daun teh hitam dikeringkan dan kemudian diseduh dengan air panas. Teh hitam memiliki rasa yang kuat dan tajam, dan sering disajikan dengan susu atau gula.",https://www.kanjabung.com/wp-content/uploads/2021/09/image.png
